1,'Transfusion medicine',460,'Education'
2,'Genetics',645,'Medival Languages'
3,'Acadamic Research',494,'Architecture'
4,'Scientific Research',910,'Dental Medicine'
5,'Computer Laboratory',189,'Chemistry'
6,'The Polar Museum',744,'Engineering'
7,'Development Studies',336,'Law'
8,'Social Anthropology',277,'Electrical Engineering'
9,'Biochemistry',669,'Construction'
10,'Plant Sciences',589,'Clinical Medicine'
11,'Clinical pharmacology',202,'Mechanical Engineering'
12,'Computer Laboratory',647,'Informatics'
13,'Archaeology',247,'Modern Languages'
14,'Biochemistry',746,'History of Art'
15,'Pathology',655,'Dental Medicine'
16,'Clinical pharmacology',773,'Medicine'
17,'Astronomy',72,'History of Art'
18,'Plant Sciences',502,'Education'
19,'Asian Studies',891,'Informatics'
20,'Acadamic Research',75,'Arabic Literature'
21,'French',585,'Neuroscience'
22,'Information engineering',725,'English'
23,'Acadamic Research',510,'Neuroscience'
24,'Metallurgy',902,'Art'
25,'German',654,'Physics'
26,'Lab2',911,'English'
27,'Biological Anthropology',845,'Political Studies'
28,'Psychology',584,'Medival Languages'
29,'Metallurgy',714,'Informatics'
30,'Lab3',914,'Art'
31,'Earth Sciences',784,'VWL'
32,'Information engineering',28,'Finance'
33,'Orthopaedic Surgery',759,'Arabic Literature'
34,'Lab4',353,'Languages'
35,'French',51,'Engineering'
36,'Asian Studies',244,'Political Studies'
37,'Neo-Latin',253,'Law'
38,'Lab3',785,'Mathematics'
39,'Transfusion medicine',902,'Mathematics'
40,'Biological Anthropology',725,'Management'
41,'Fluids',991,'Mathematics'
42,'Energy',174,'Engineering'
43,'Information engineering',219,'Mechanical Engineering'
44,'Trauma and Orthopaedic Surgery',330,'Classics'
45,'Clinical pharmacology',930,'Education'
46,'Archaeology',243,'Art'
47,'Orthopaedic Surgery',426,'Law'
48,'Genetics',202,'Design'
49,'Astronomy',74,'Social Science'
50,'Computer Laboratory',552,'Business'
51,'Business Research',972,'Geography'
52,'Modern Greek',693,'History'
53,'Neo-Latin',436,'Arabic Literature'
54,'Lab4',794,'English'
55,'Earth Sciences',53,'History'
56,'Plant Sciences',209,'Geography'
57,'Psychology',120,'Dental Medicine'
58,'Slavonic Studies',281,'Mathematics'
59,'Development Studies',180,'Electrical Engineering'
60,'Transfusion medicine',170,'Biophysics'
61,'Transfusion medicine',801,'Islamic Studies'
62,'Physics',114,'Science'
63,'Development Studies',182,'Medicine'
64,'Lab2',215,'Modern Languages'
65,'Modern Greek',102,'Electrical Engineering'
66,'French',118,'Design'
67,'turbomachinery',191,'Bioinformatics'
68,'Lab1',461,'Management'
69,'Trauma and Orthopaedic Surgery',329,'Engineering'
70,'Computer Laboratory',189,'Law'
71,'Archaeology',641,'Management'
72,'Pathology',207,'Science'
73,'Lab3',889,'Music'
74,'Fluids',200,'Bioinformatics'
75,'Lab1',119,'Physics'
76,'Lab1',827,'Mechanical Engineering'
77,'Lab3',163,'Political Studies'
78,'Biological Anthropology',70,'Art'
79,'Lab4',13,'Medicine'
80,'Slavonic Studies',820,'Art'
81,'Plant Sciences',623,'Neuroscience'
82,'Pathology',193,'Dental Medicine'
83,'Lab4',410,'Biochemistry'
84,'Archaeology',468,'English Literature'
85,'The Polar Museum',819,'VWL'
86,'Scientific Research',19,'Music'
87,'Computer Laboratory',619,'Dental Medicine'
88,'Earth Sciences',21,'Electrical Engineering'
89,'French',630,'Art'
90,'Orthopaedic Surgery',302,'Finance'
91,'Arabic',860,'Social Science'
92,'Neo-Latin',857,'Bioinformatics'
93,'Arabic',227,'Medicine'
94,'Fluids',869,'Classics'
95,'Chemistry',149,'Clinical Medicine'
96,'Modern Greek',791,'History'
97,'American Studies',464,'Science'
98,'Archaeology',387,'English Literature'
99,'Lab4',706,'English'
100,'Lab2',341,'Construction'
101,'Genetics',12,'Political Studies'
102,'Chemistry',102,'Architecture'
103,'Neo-Latin',925,'Political Studies'
104,'Lab1',340,'Biology'
105,'American Studies',756,'Tiermedizin'
106,'Slavonic Studies',275,'Electrical Engineering'
107,'Lab1',201,'Geography'
108,'Lab1',326,'Design'
109,'Biological Anthropology',791,'Business'
110,'Asian Studies',113,'Design'
111,'Social Anthropology',764,'English'
112,'Trauma and Orthopaedic Surgery',332,'Earth Sciences'
113,'Arabic',476,'Bioinformatics'
114,'Earth Sciences',435,'Philosophy'
115,'American Studies',202,'Architecture'
116,'French',936,'Languages'
117,'Fluids',20,'Geography'
118,'Lab1',768,'Management'
119,'French',177,'Biology'
120,'Biochemistry',990,'Medicine'
121,'Brain mapping unit',21,'Biology'
122,'Pathology',206,'Earth Sciences'
123,'Acadamic Research',892,'Philosophy'
124,'turbomachinery',444,'Tiermedizin'
125,'Plant Sciences',130,'Informatics'
126,'Genetics',487,'VWL'
127,'Computer Laboratory',667,'Finance'
128,'Chemistry',282,'Biophysics'
129,'turbomachinery',944,'Informatics'
130,'Lab1',801,'Science'
131,'Lab3',954,'Mathematics'
132,'Psychology',444,'Earth Sciences'
133,'Metallurgy',838,'Philosophy'
134,'Scientific Research',137,'Earth Sciences'
135,'French',874,'Philosophy'
136,'Plant Sciences',835,'Architecture'
137,'Orthopaedic Surgery',928,'Dental Medicine'
138,'Plant Sciences',79,'Geography'
139,'Plant Sciences',518,'Law'
140,'The Polar Museum',960,'Art'
141,'Civil engineering',356,'History of Art'
142,'Trauma and Orthopaedic Surgery',753,'Engineering'
143,'Modern Greek',795,'Education'
144,'Arabic',610,'Physics'
145,'Transfusion medicine',569,'Art'
146,'Trauma and Orthopaedic Surgery',325,'History of Art'
147,'Pathology',527,'Languages'
148,'Lab3',525,'Law'
149,'Pathology',790,'VWL'
150,'American Studies',200,'Chemistry'
151,'turbomachinery',121,'Biology'
152,'Civil engineering',327,'Informatics'
153,'turbomachinery',132,'Social Science'
154,'The Polar Museum',306,'Mathematics'
155,'Modern Greek',105,'Philosophy'
156,'French',383,'Finance'
157,'Lab1',902,'Design'
158,'Lab2',508,'History of Art'
159,'Computer Laboratory',647,'Education'
160,'Chemistry',921,'Modern Languages'
161,'Trauma and Orthopaedic Surgery',165,'Management'
162,'Social Anthropology',906,'Philosophy'
163,'Brain mapping unit',696,'English'
164,'Plant Sciences',918,'Islamic Studies'
165,'Modern Greek',503,'Social Science'
166,'Archaeology',802,'Physics'
167,'Astronomy',129,'Modern Languages'
168,'French',162,'Construction'
169,'Arabic',780,'Languages'
170,'Biochemistry',5,'Informatics'
171,'Transfusion medicine',273,'Engineering'
172,'Earth Sciences',151,'Bioinformatics'
173,'Development Studies',624,'Tiermedizin'
174,'Social Anthropology',894,'Law'
175,'Biological Anthropology',883,'Clinical Medicine'
176,'Physics',817,'Clinical Medicine'
177,'Neo-Latin',65,'Informatics'
178,'Energy',228,'Dental Medicine'
179,'Archaeology',686,'Medicine'
180,'Modern Greek',923,'Architecture'
181,'Neo-Latin',370,'Engineering'
182,'Astronomy',581,'Dental Medicine'
183,'Acadamic Research',736,'Finance'
184,'Energy',933,'Architecture'
185,'Computer Laboratory',526,'Bioinformatics'
186,'Fluids',321,'Political Studies'
187,'Astronomy',54,'Biophysics'
188,'Metallurgy',954,'VWL'
189,'Clinical pharmacology',322,'Modern Languages'
190,'Orthopaedic Surgery',668,'Dental Medicine'
191,'Development Studies',365,'Management'
192,'Metallurgy',552,'Biophysics'
193,'Earth Sciences',368,'Construction'
194,'Civil engineering',990,'Modern Languages'
195,'Business Research',978,'Engineering'
196,'Astronomy',224,'Music'
197,'French',920,'Biochemistry'
198,'Social Anthropology',225,'Medival Languages'
199,'Acadamic Research',36,'German Literature'
200,'Chemistry',39,'BWL'
201,'Lab3',690,'Geography'
202,'Modern Greek',881,'Economics'
203,'Pathology',999,'Clinical Medicine'
204,'Earth Sciences',505,'Islamic Studies'
205,'Social Anthropology',231,'Biochemistry'
206,'Slavonic Studies',23,'BWL'
207,'Brain mapping unit',58,'Biology'
208,'Trauma and Orthopaedic Surgery',26,'Classics'
209,'Transfusion medicine',778,'Bioinformatics'
210,'American Studies',767,'Music'
211,'German',474,'Classics'
212,'Archaeology',399,'Informatics'
213,'Computer Laboratory',95,'Medicine'
214,'Brain mapping unit',77,'Biophysics'
215,'Lab3',314,'Philosophy'
