1,'Energy',15,'Music'
2,'Lab2',478,'History'
3,'turbomachinery',72,'VWL'
4,'Development Studies',968,'Business'
5,'Scientific Research',484,'Earth Sciences'
6,'Astronomy',214,'Arabic Literature'
7,'Acadamic Research',641,'Design'
8,'Asian Studies',10,'Geography'
9,'Metallurgy',341,'Islamic Studies'
10,'Lab3',821,'Medival Languages'
11,'Acadamic Research',749,'Modern Languages'
12,'Biochemistry',376,'Islamic Studies'
13,'Civil engineering',619,'Philosophy'
14,'Information engineering',167,'Medicine'
15,'Fluids',398,'Tiermedizin'
16,'Modern Greek',744,'Mathematics'
17,'Earth Sciences',973,'Economics'
18,'Chemistry',820,'Modern Languages'
19,'Fluids',429,'Medicine'
20,'Clinical pharmacology',454,'Design'
21,'German',560,'Medival Languages'
22,'Plant Sciences',677,'Bioinformatics'
23,'Scientific Research',159,'English Literature'
24,'French',988,'Management'
25,'The Polar Museum',545,'Education'
26,'French',479,'Languages'
27,'Fluids',579,'Social Science'
28,'Computer Laboratory',90,'Biology'
29,'Asian Studies',298,'Biochemistry'
30,'Arabic',394,'Medicine'
31,'Brain mapping unit',202,'Social Science'
32,'turbomachinery',756,'Design'
33,'Acadamic Research',722,'Mechanical Engineering'
34,'Civil engineering',308,'Physics'
35,'Biochemistry',200,'History'
36,'turbomachinery',555,'Medicine'
37,'Transfusion medicine',539,'Geography'
38,'The Polar Museum',563,'History of Art'
39,'Biological Anthropology',653,'Management'
40,'Archaeology',579,'Social Science'
41,'Lab4',584,'Economics'
42,'Clinical pharmacology',166,'Design'
43,'Trauma and Orthopaedic Surgery',113,'Electrical Engineering'
44,'Astronomy',247,'Informatics'
45,'Fluids',184,'Political Studies'
46,'Social Anthropology',651,'Biology'
47,'Slavonic Studies',380,'Languages'
48,'Scientific Research',119,'Biology'
49,'Development Studies',706,'Arabic Literature'
50,'Orthopaedic Surgery',131,'Classics'
51,'Trauma and Orthopaedic Surgery',989,'Geography'
52,'Earth Sciences',27,'Construction'
53,'Energy',590,'Arabic Literature'
54,'Social Anthropology',147,'Science'
55,'Brain mapping unit',106,'Science'
56,'Astronomy',769,'Physics'
57,'Pathology',321,'Islamic Studies'
58,'Archaeology',726,'VWL'
59,'Arabic',166,'Social Science'
60,'Fluids',449,'Science'
61,'Arabic',601,'Arabic Literature'
62,'Business Research',133,'Clinical Medicine'
63,'Transfusion medicine',39,'Mechanical Engineering'
64,'Asian Studies',42,'History'
65,'Neo-Latin',460,'VWL'
66,'Energy',102,'Art'
67,'Asian Studies',924,'Geography'
68,'Lab2',537,'Engineering'
69,'Plant Sciences',912,'Education'
70,'Earth Sciences',717,'Languages'
71,'Psychology',306,'BWL'
72,'Genetics',637,'German Literature'
73,'French',820,'Management'
