1,'Trauma and Orthopaedic Surgery',529,'Biology'
2,'Energy',99,'Physics'
3,'Arabic',829,'History'
4,'Acadamic Research',851,'Science'
5,'Asian Studies',76,'German Literature'
6,'Chemistry',217,'Biochemistry'
7,'Lab4',905,'BWL'
8,'Acadamic Research',943,'Social Science'
9,'Chemistry',494,'Science'
10,'Orthopaedic Surgery',276,'Bioinformatics'
11,'Acadamic Research',264,'Social Science'
12,'French',567,'Biology'
13,'Plant Sciences',1000,'Modern Languages'
14,'Clinical pharmacology',419,'Medicine'
15,'Civil engineering',989,'Mathematics'
16,'Development Studies',435,'Law'
17,'Asian Studies',507,'VWL'
18,'Chemistry',820,'Finance'
19,'Computer Laboratory',109,'Electrical Engineering'
20,'Slavonic Studies',719,'Medival Languages'
21,'Business Research',233,'Music'
22,'Transfusion medicine',129,'Art'
23,'Biological Anthropology',6,'Mechanical Engineering'
24,'Lab3',184,'Dental Medicine'
25,'German',649,'Economics'
26,'Plant Sciences',438,'Construction'
27,'German',558,'Biology'
28,'Brain mapping unit',190,'Science'
29,'Social Anthropology',18,'Architecture'
30,'Neo-Latin',657,'English Literature'
31,'Neo-Latin',698,'English Literature'
32,'Social Anthropology',520,'Arabic Literature'
33,'Plant Sciences',717,'Arabic Literature'
34,'Biochemistry',895,'Economics'
35,'Transfusion medicine',202,'Biophysics'
36,'Information engineering',554,'Physics'
37,'Arabic',824,'Bioinformatics'
38,'Genetics',800,'English'
39,'Lab4',995,'Construction'
40,'Psychology',486,'Clinical Medicine'
41,'Social Anthropology',171,'Earth Sciences'
42,'Asian Studies',931,'Earth Sciences'
43,'Genetics',741,'Geography'
44,'Modern Greek',360,'Medicine'
45,'Arabic',974,'German Literature'
46,'Astronomy',423,'Physics'
47,'Plant Sciences',676,'Construction'
48,'Slavonic Studies',367,'Dental Medicine'
49,'Plant Sciences',329,'Social Science'
50,'Earth Sciences',130,'Political Studies'
51,'Trauma and Orthopaedic Surgery',619,'Political Studies'
52,'Social Anthropology',464,'Chemistry'
53,'German',164,'Philosophy'
54,'Computer Laboratory',73,'Informatics'
55,'Metallurgy',778,'Social Science'
56,'Development Studies',762,'Informatics'
57,'Fluids',462,'Law'
58,'Asian Studies',554,'Education'
59,'German',685,'BWL'
