1,'Arabic',466,'x0'
2,'Arabic',215,'x1'
3,'Computer Laboratory',833,'x2'
4,'Asian Studies',991,'x3'
5,'Orthopaedic Surgery',425,'x4'
6,'Brain mapping unit',647,'x5'
7,'Asian Studies',409,'x6'
8,'Energy',150,'x7'
9,'The Polar Museum',906,'x8'
10,'Transfusion medicine',461,'x9'
11,'Physics',121,'x10'
12,'Fluids',752,'x11'
13,'German',809,'x12'
14,'Brain mapping unit',716,'x13'
15,'Fluids',165,'x14'
16,'Archaeology',528,'x15'
17,'Social Anthropology',936,'x16'
18,'Lab3',120,'x17'
19,'Information engineering',918,'x18'
20,'Clinical pharmacology',108,'x19'
21,'Lab3',179,'x20'
22,'French',862,'x21'
23,'Clinical pharmacology',392,'x22'
24,'Scientific Research',224,'x23'
25,'Lab3',21,'x24'
26,'The Polar Museum',717,'x25'
27,'Lab2',867,'x26'
28,'Clinical pharmacology',598,'x27'
29,'Fluids',930,'x28'
30,'Brain mapping unit',100,'x29'
31,'Lab2',455,'x30'
32,'Lab1',349,'x31'
33,'The Polar Museum',309,'x32'
34,'Astronomy',724,'x33'
35,'Biochemistry',878,'x34'
36,'The Polar Museum',995,'x35'
37,'Orthopaedic Surgery',460,'x36'
38,'Chemistry',340,'x37'
39,'Asian Studies',122,'x38'
40,'Development Studies',68,'x39'
41,'Earth Sciences',861,'x40'
42,'Earth Sciences',380,'x41'
43,'Scientific Research',33,'x42'
44,'Pathology',537,'x43'
45,'Lab2',937,'x44'
46,'Biological Anthropology',688,'x45'
47,'Astronomy',522,'x46'
48,'Energy',532,'x47'
49,'Social Anthropology',669,'x48'
50,'Neo-Latin',673,'x49'
51,'Social Anthropology',595,'x50'
52,'American Studies',913,'x51'
53,'Transfusion medicine',435,'x52'
54,'Metallurgy',980,'x53'
55,'turbomachinery',578,'x54'
56,'Trauma and Orthopaedic Surgery',844,'x55'
57,'Arabic',631,'x56'
58,'Plant Sciences',963,'x57'
59,'Astronomy',146,'x58'
60,'Development Studies',835,'x59'
61,'Civil engineering',567,'x60'
62,'Orthopaedic Surgery',869,'x61'
63,'Brain mapping unit',10,'x62'
64,'Social Anthropology',746,'x63'
65,'Physics',965,'x64'
66,'Brain mapping unit',511,'x65'
67,'Astronomy',718,'x66'
68,'Slavonic Studies',843,'x67'
69,'Chemistry',501,'x68'
70,'Fluids',723,'x69'
71,'Biochemistry',434,'x70'
72,'Orthopaedic Surgery',934,'x71'
73,'Orthopaedic Surgery',338,'x72'
74,'Chemistry',862,'x73'
75,'Energy',456,'x74'
76,'Civil engineering',319,'x75'
77,'American Studies',668,'x76'
78,'Computer Laboratory',79,'x77'
79,'Earth Sciences',234,'x78'
80,'Plant Sciences',12,'x79'
81,'Earth Sciences',788,'x80'
82,'Social Anthropology',655,'x81'
83,'Astronomy',839,'x82'
84,'Lab1',410,'x83'
85,'Archaeology',285,'x84'
86,'German',873,'x85'
87,'Biochemistry',605,'x86'
88,'Pathology',964,'x87'
89,'Chemistry',502,'x88'
90,'Lab1',381,'x89'
91,'Transfusion medicine',369,'x90'
92,'Pathology',433,'x91'
93,'Acadamic Research',343,'x92'
94,'Psychology',238,'x93'
95,'Lab3',984,'x94'
96,'Social Anthropology',161,'x95'
97,'Chemistry',314,'x96'
98,'Metallurgy',425,'x97'
99,'Psychology',738,'x98'
100,'Trauma and Orthopaedic Surgery',133,'x99'
101,'Scientific Research',140,'x100'
102,'Computer Laboratory',521,'x101'
103,'American Studies',186,'x102'
104,'Asian Studies',228,'x103'
105,'Arabic',336,'x104'
106,'Psychology',859,'x105'
107,'Plant Sciences',767,'x106'
108,'Biochemistry',742,'x107'
109,'Clinical pharmacology',980,'x108'
110,'Acadamic Research',325,'x109'
111,'Slavonic Studies',158,'x110'
112,'Fluids',693,'x111'
113,'Fluids',624,'x112'
114,'Orthopaedic Surgery',565,'x113'
115,'Modern Greek',790,'x114'
116,'Biological Anthropology',291,'x115'
117,'Neo-Latin',764,'x116'
118,'Social Anthropology',148,'x117'
119,'Plant Sciences',943,'x118'
120,'French',13,'x119'
121,'Civil engineering',631,'x120'
