1,'Acadamic Research',637,'x0'
2,'Clinical pharmacology',175,'x1'
3,'Lab2',262,'x2'
4,'Modern Greek',492,'x3'
5,'Archaeology',996,'x4'
6,'French',12,'x5'
7,'Energy',152,'x6'
8,'Modern Greek',779,'x7'
9,'Archaeology',15,'x8'
10,'Civil engineering',382,'x9'
11,'Neo-Latin',740,'x10'
12,'Scientific Research',291,'x11'
13,'French',752,'x12'
14,'Information engineering',425,'x13'
15,'Modern Greek',329,'x14'
16,'Modern Greek',368,'x15'
17,'Civil engineering',305,'x16'
18,'Acadamic Research',523,'x17'
19,'Lab2',407,'x18'
20,'Brain mapping unit',830,'x19'
21,'Archaeology',772,'x20'
22,'Physics',227,'x21'
23,'Lab1',695,'x22'
24,'Modern Greek',33,'x23'
25,'Metallurgy',584,'x24'
26,'Information engineering',403,'x25'
27,'Arabic',295,'x26'
28,'Physics',855,'x27'
29,'Earth Sciences',609,'x28'
30,'The Polar Museum',710,'x29'
31,'Archaeology',840,'x30'
32,'Physics',524,'x31'
33,'Lab1',435,'x32'
34,'Business Research',850,'x33'
35,'Plant Sciences',254,'x34'
36,'Biological Anthropology',724,'x35'
37,'Archaeology',967,'x36'
38,'Social Anthropology',382,'x37'
39,'Plant Sciences',350,'x38'
40,'Brain mapping unit',796,'x39'
41,'Computer Laboratory',780,'x40'
42,'Biological Anthropology',112,'x41'
43,'Business Research',642,'x42'
44,'Astronomy',224,'x43'
45,'Neo-Latin',567,'x44'
46,'Asian Studies',536,'x45'
47,'Transfusion medicine',560,'x46'
48,'Astronomy',207,'x47'
49,'Acadamic Research',191,'x48'
50,'Transfusion medicine',511,'x49'
51,'Archaeology',623,'x50'
52,'Lab4',182,'x51'
53,'Civil engineering',549,'x52'
54,'Plant Sciences',133,'x53'
55,'Plant Sciences',253,'x54'
56,'Civil engineering',651,'x55'
57,'Information engineering',476,'x56'
58,'Chemistry',227,'x57'
59,'Clinical pharmacology',870,'x58'
60,'Information engineering',231,'x59'
61,'Plant Sciences',221,'x60'
62,'Civil engineering',477,'x61'
63,'Social Anthropology',601,'x62'
64,'Trauma and Orthopaedic Surgery',708,'x63'
65,'American Studies',100,'x64'
66,'The Polar Museum',376,'x65'
67,'Psychology',90,'x66'
68,'Modern Greek',140,'x67'
69,'Brain mapping unit',917,'x68'
70,'Metallurgy',393,'x69'
71,'German',642,'x70'
72,'Astronomy',375,'x71'
73,'Lab4',207,'x72'
74,'German',695,'x73'
75,'Arabic',154,'x74'
76,'Fluids',668,'x75'
77,'Computer Laboratory',732,'x76'
78,'Neo-Latin',744,'x77'
79,'Plant Sciences',436,'x78'
80,'Arabic',951,'x79'
81,'Psychology',871,'x80'
82,'Fluids',684,'x81'
83,'Slavonic Studies',47,'x82'
84,'Trauma and Orthopaedic Surgery',28,'x83'
85,'Plant Sciences',976,'x84'
86,'Pathology',720,'x85'
87,'Archaeology',903,'x86'
88,'Slavonic Studies',103,'x87'
89,'Psychology',535,'x88'
90,'Social Anthropology',124,'x89'
91,'Asian Studies',654,'x90'
92,'Physics',946,'x91'
93,'Earth Sciences',961,'x92'
94,'Energy',461,'x93'
95,'Arabic',632,'x94'
96,'Computer Laboratory',502,'x95'
97,'Genetics',220,'x96'
98,'Business Research',319,'x97'
99,'Orthopaedic Surgery',643,'x98'
100,'Biological Anthropology',213,'x99'
101,'German',418,'x100'
102,'Biological Anthropology',583,'x101'
103,'Psychology',283,'x102'
104,'German',840,'x103'
105,'Civil engineering',118,'x104'
106,'German',982,'x105'
107,'Astronomy',395,'x106'
108,'Lab4',953,'x107'
109,'Modern Greek',989,'x108'
110,'Civil engineering',904,'x109'
111,'Astronomy',305,'x110'
112,'Pathology',638,'x111'
113,'Metallurgy',111,'x112'
114,'Genetics',41,'x113'
115,'Slavonic Studies',910,'x114'
116,'French',377,'x115'
117,'Energy',651,'x116'
118,'Brain mapping unit',70,'x117'
