1,'Biological Anthropology',792,'x0'
2,'Pathology',757,'x1'
3,'Trauma and Orthopaedic Surgery',419,'x2'
4,'Earth Sciences',235,'x3'
5,'Asian Studies',777,'x4'
6,'Orthopaedic Surgery',567,'x5'
7,'Lab2',358,'x6'
8,'Trauma and Orthopaedic Surgery',503,'x7'
9,'Information engineering',453,'x8'
10,'Brain mapping unit',167,'x9'
11,'Lab2',840,'x10'
12,'German',551,'x11'
13,'Pathology',215,'x12'
14,'Clinical pharmacology',787,'x13'
15,'Development Studies',446,'x14'
16,'Orthopaedic Surgery',173,'x15'
17,'German',810,'x16'
18,'Energy',383,'x17'
19,'American Studies',985,'x18'
20,'Development Studies',406,'x19'
21,'Lab2',40,'x20'
22,'The Polar Museum',295,'x21'
23,'Business Research',547,'x22'
24,'Lab1',316,'x23'
25,'Slavonic Studies',346,'x24'
26,'Development Studies',854,'x25'
27,'Transfusion medicine',759,'x26'
28,'Asian Studies',430,'x27'
29,'The Polar Museum',494,'x28'
30,'Modern Greek',687,'x29'
31,'Asian Studies',478,'x30'
32,'Civil engineering',17,'x31'
33,'Fluids',707,'x32'
34,'Physics',608,'x33'
35,'Astronomy',858,'x34'
36,'American Studies',683,'x35'
37,'Neo-Latin',758,'x36'
38,'Lab4',534,'x37'
39,'Modern Greek',763,'x38'
40,'Plant Sciences',439,'x39'
41,'Metallurgy',360,'x40'
42,'turbomachinery',582,'x41'
43,'Physics',649,'x42'
44,'Astronomy',589,'x43'
45,'Neo-Latin',236,'x44'
46,'Asian Studies',572,'x45'
47,'Energy',774,'x46'
48,'Energy',889,'x47'
49,'Energy',567,'x48'
50,'Lab3',256,'x49'
51,'Energy',223,'x50'
52,'Pathology',277,'x51'
53,'Chemistry',339,'x52'
54,'Slavonic Studies',966,'x53'
55,'Energy',576,'x54'
56,'Chemistry',716,'x55'
57,'Development Studies',615,'x56'
58,'German',323,'x57'
59,'Brain mapping unit',358,'x58'
60,'Archaeology',920,'x59'
61,'Lab2',667,'x60'
62,'Lab4',527,'x61'
63,'Lab2',831,'x62'
64,'Genetics',641,'x63'
65,'Modern Greek',677,'x64'
66,'Metallurgy',590,'x65'
67,'Civil engineering',25,'x66'
68,'Archaeology',432,'x67'
69,'Business Research',52,'x68'
70,'Lab4',294,'x69'
71,'Scientific Research',808,'x70'
72,'Lab2',328,'x71'
73,'Scientific Research',166,'x72'
74,'Psychology',745,'x73'
75,'Pathology',847,'x74'
76,'Transfusion medicine',9,'x75'
77,'Scientific Research',943,'x76'
78,'Genetics',488,'x77'
79,'Lab2',871,'x78'
80,'Pathology',358,'x79'
81,'Arabic',219,'x80'
82,'Transfusion medicine',576,'x81'
83,'Civil engineering',221,'x82'
84,'Slavonic Studies',869,'x83'
85,'Lab2',945,'x84'
86,'Astronomy',685,'x85'
87,'Chemistry',14,'x86'
88,'Lab4',539,'x87'
89,'Slavonic Studies',822,'x88'
90,'Social Anthropology',895,'x89'
91,'Transfusion medicine',450,'x90'
92,'The Polar Museum',299,'x91'
93,'Neo-Latin',169,'x92'
94,'Pathology',511,'x93'
95,'Astronomy',936,'x94'
96,'Fluids',731,'x95'
97,'Physics',458,'x96'
98,'Biological Anthropology',173,'x97'
99,'Earth Sciences',210,'x98'
100,'Biochemistry',132,'x99'
101,'Plant Sciences',562,'x100'
102,'Neo-Latin',281,'x101'
103,'Social Anthropology',510,'x102'
104,'Asian Studies',344,'x103'
105,'Biological Anthropology',74,'x104'
106,'Lab4',167,'x105'
107,'Pathology',269,'x106'
108,'Earth Sciences',627,'x107'
109,'American Studies',553,'x108'
110,'Neo-Latin',804,'x109'
111,'Arabic',168,'x110'
112,'Business Research',480,'x111'
113,'Biochemistry',357,'x112'
114,'Lab4',636,'x113'
115,'Acadamic Research',967,'x114'
116,'Computer Laboratory',287,'x115'
117,'German',854,'x116'
118,'Genetics',176,'x117'
119,'Acadamic Research',112,'x118'
120,'Plant Sciences',283,'x119'
121,'Astronomy',952,'x120'
122,'German',343,'x121'
123,'Business Research',43,'x122'
124,'Astronomy',999,'x123'
125,'Transfusion medicine',783,'x124'
126,'Information engineering',879,'x125'
127,'Asian Studies',917,'x126'
128,'Biological Anthropology',842,'x127'
129,'Development Studies',102,'x128'
130,'Lab3',618,'x129'
131,'Lab2',230,'x130'
132,'Arabic',273,'x131'
133,'Clinical pharmacology',678,'x132'
134,'Fluids',355,'x133'
135,'Civil engineering',305,'x134'
136,'Transfusion medicine',505,'x135'
137,'French',110,'x136'
138,'Computer Laboratory',408,'x137'
139,'Archaeology',128,'x138'
140,'Information engineering',38,'x139'
141,'Business Research',658,'x140'
142,'Civil engineering',95,'x141'
143,'Acadamic Research',522,'x142'
144,'Lab1',868,'x143'
145,'Lab4',121,'x144'
146,'American Studies',628,'x145'
147,'Social Anthropology',895,'x146'
148,'Genetics',595,'x147'
149,'Orthopaedic Surgery',161,'x148'
150,'Transfusion medicine',814,'x149'
151,'German',399,'x150'
152,'Pathology',341,'x151'
153,'Lab3',20,'x152'
154,'Computer Laboratory',207,'x153'
155,'Earth Sciences',648,'x154'
156,'Archaeology',37,'x155'
157,'French',247,'x156'
158,'Arabic',198,'x157'
159,'Orthopaedic Surgery',667,'x158'
160,'Genetics',31,'x159'
161,'German',140,'x160'
162,'Earth Sciences',540,'x161'
163,'Information engineering',196,'x162'
164,'Earth Sciences',791,'x163'
165,'Clinical pharmacology',692,'x164'
166,'Orthopaedic Surgery',597,'x165'
167,'Transfusion medicine',876,'x166'
168,'French',423,'x167'
169,'The Polar Museum',111,'x168'
170,'Earth Sciences',126,'x169'
171,'Slavonic Studies',896,'x170'
172,'Astronomy',515,'x171'
173,'Fluids',693,'x172'
174,'Business Research',439,'x173'
175,'French',117,'x174'
176,'Arabic',558,'x175'
177,'Biological Anthropology',441,'x176'
178,'turbomachinery',927,'x177'
179,'Brain mapping unit',751,'x178'
180,'Chemistry',948,'x179'
181,'Asian Studies',763,'x180'
182,'Modern Greek',672,'x181'
183,'French',843,'x182'
184,'The Polar Museum',452,'x183'
185,'Earth Sciences',967,'x184'
186,'Fluids',74,'x185'
187,'Slavonic Studies',646,'x186'
188,'Transfusion medicine',885,'x187'
189,'Fluids',785,'x188'
190,'Lab2',269,'x189'
191,'Genetics',950,'x190'
192,'The Polar Museum',266,'x191'
193,'Transfusion medicine',989,'x192'
194,'Biological Anthropology',549,'x193'
195,'Civil engineering',26,'x194'
196,'Social Anthropology',803,'x195'
197,'German',978,'x196'
198,'Asian Studies',531,'x197'
199,'Biological Anthropology',52,'x198'
200,'Neo-Latin',543,'x199'
201,'Pathology',632,'x200'
202,'French',775,'x201'
203,'Astronomy',844,'x202'
204,'Acadamic Research',670,'x203'
205,'Asian Studies',475,'x204'
206,'Lab3',37,'x205'
207,'Development Studies',416,'x206'
208,'Lab1',578,'x207'
209,'Clinical pharmacology',559,'x208'
210,'Clinical pharmacology',126,'x209'
211,'Neo-Latin',359,'x210'
212,'Lab4',751,'x211'
213,'Biological Anthropology',140,'x212'
214,'Lab2',506,'x213'
