1,'Lab3',924,fac1
2,'Lab4',865,fac2
3,'Clinical pharmacology',546,fac1
4,'Genetics',718,fac2
5,'turbomachinery',16,fac1
6,'Lab3',153,fac2
7,'Pathology',485,fac1
8,'Neo-Latin',234,fac2
9,'Lab1',948,fac1
10,'Information engineering',870,fac2
11,'Biological Anthropology',747,fac1
12,'Metallurgy',884,fac2
13,'Brain mapping unit',848,fac1
14,'Information engineering',767,fac2
15,'Energy',191,fac1
16,'Energy',977,fac2
17,'Brain mapping unit',626,fac1
18,'Fluids',135,fac2
19,'Acadamic Research',146,fac1
20,'Development Studies',702,fac2
21,'Orthopaedic Surgery',781,fac1
22,'German',930,fac2
23,'Acadamic Research',117,fac1
24,'Physics',78,fac2
25,'Earth Sciences',813,fac1
26,'Modern Greek',583,fac2
27,'American Studies',935,fac1
28,'Biological Anthropology',210,fac2
29,'Scientific Research',263,fac1
30,'Metallurgy',961,fac2
31,'Brain mapping unit',586,fac1
32,'Fluids',458,fac2
33,'Asian Studies',175,fac1
34,'Lab1',433,fac2
35,'Trauma and Orthopaedic Surgery',631,fac1
36,'Energy',779,fac2
37,'Earth Sciences',815,fac1
38,'Arabic',463,fac2
39,'Slavonic Studies',633,fac1
40,'Development Studies',413,fac2
41,'Lab1',411,fac1
42,'Earth Sciences',902,fac2
43,'Transfusion medicine',915,fac1
44,'Lab4',264,fac2
45,'Chemistry',365,fac1
46,'Biochemistry',350,fac2
47,'Chemistry',782,fac1
48,'Development Studies',896,fac2
49,'Development Studies',763,fac1
50,'Earth Sciences',653,fac2
51,'Business Research',30,fac1
52,'Psychology',658,fac2
53,'Lab1',45,fac1
54,'Neo-Latin',653,fac2
55,'Lab3',462,fac1
56,'Energy',294,fac2
57,'Business Research',506,fac1
58,'Fluids',598,fac2
59,'Transfusion medicine',307,fac1
60,'Fluids',541,fac2
61,'Plant Sciences',388,fac1
62,'Pathology',850,fac2
63,'Transfusion medicine',599,fac1
64,'Genetics',223,fac2
65,'Business Research',451,fac1
66,'Arabic',302,fac2
67,'Lab3',943,fac1
68,'Computer Laboratory',692,fac2
69,'Civil engineering',604,fac1
70,'Transfusion medicine',100,fac2
71,'The Polar Museum',983,fac1
72,'Business Research',327,fac2
73,'Genetics',995,fac1
74,'Pathology',896,fac2
75,'Genetics',226,fac1
76,'Chemistry',419,fac2
77,'Astronomy',742,fac1
78,'Energy',64,fac2
79,'German',368,fac1
80,'Development Studies',502,fac2
81,'Archaeology',361,fac1
82,'French',62,fac2
83,'Physics',486,fac1
84,'Development Studies',891,fac2
85,'Modern Greek',802,fac1
86,'Development Studies',722,fac2
87,'Civil engineering',242,fac1
88,'Modern Greek',851,fac2
89,'Genetics',932,fac1
90,'Computer Laboratory',938,fac2
91,'turbomachinery',977,fac1
92,'Astronomy',189,fac2
93,'Transfusion medicine',430,fac1
94,'Civil engineering',944,fac2
95,'Earth Sciences',386,fac1
96,'Earth Sciences',63,fac2
97,'Computer Laboratory',407,fac1
98,'Lab1',357,fac2
99,'Slavonic Studies',102,fac1
100,'Plant Sciences',344,fac2
101,'Brain mapping unit',457,fac1
102,'Neo-Latin',609,fac2
103,'Information engineering',240,fac1
104,'Biochemistry',677,fac2
105,'Modern Greek',819,fac1
106,'Acadamic Research',791,fac2
107,'Information engineering',860,fac1
108,'Transfusion medicine',434,fac2
109,'Transfusion medicine',428,fac1
110,'Information engineering',727,fac2
111,'The Polar Museum',517,fac1
112,'Neo-Latin',301,fac2
113,'Lab4',116,fac1
114,'Civil engineering',215,fac2
115,'Physics',132,fac1
116,'The Polar Museum',770,fac2
117,'French',631,fac1
118,'Biological Anthropology',905,fac2
119,'Trauma and Orthopaedic Surgery',320,fac1
120,'Astronomy',915,fac2
121,'Astronomy',847,fac1
122,'Clinical pharmacology',137,fac2
123,'Lab3',278,fac1
124,'Asian Studies',195,fac2
125,'Fluids',620,fac1
126,'German',101,fac2
127,'Computer Laboratory',904,fac1
128,'Biochemistry',535,fac2
129,'Metallurgy',344,fac1
130,'Clinical pharmacology',817,fac2
131,'Civil engineering',499,fac1
132,'Biological Anthropology',235,fac2
133,'Lab3',30,fac1
134,'Trauma and Orthopaedic Surgery',117,fac2
