1,'Arabic',121,'fac1'
2,'Earth Sciences',214,'fac2'
3,'Asian Studies',276,'fac3'
4,'American Studies',201,'fac4'
5,'Social Anthropology',230,'fac5'
6,'Scientific Research',411,'fac6'
7,'Brain mapping unit',887,'fac7'
8,'Earth Sciences',86,'fac8'
9,'Lab2',798,'fac9'
10,'Neo-Latin',980,'fac10'
11,'Astronomy',986,'fac11'
12,'French',192,'fac12'
13,'Lab1',237,'fac13'
14,'American Studies',544,'fac14'
15,'Plant Sciences',20,'fac15'
16,'turbomachinery',36,'fac16'
17,'Acadamic Research',714,'fac17'
18,'Lab3',348,'fac18'
19,'Biological Anthropology',599,'fac19'
20,'Social Anthropology',831,'fac20'
21,'Lab1',410,'fac21'
22,'Lab2',268,'fac22'
23,'Arabic',506,'fac23'
24,'Arabic',977,'fac24'
25,'Transfusion medicine',766,'fac25'
26,'Earth Sciences',100,'fac26'
27,'Archaeology',256,'fac27'
28,'Transfusion medicine',870,'fac28'
29,'Transfusion medicine',584,'fac29'
30,'Neo-Latin',656,'fac30'
31,'Scientific Research',350,'fac31'
32,'Modern Greek',252,'fac32'
33,'Biological Anthropology',513,'fac33'
34,'Arabic',528,'fac34'
35,'Development Studies',392,'fac35'
36,'Computer Laboratory',842,'fac36'
37,'Arabic',752,'fac37'
38,'Fluids',7,'fac38'
39,'Trauma and Orthopaedic Surgery',176,'fac39'
40,'Slavonic Studies',227,'fac40'
41,'Brain mapping unit',577,'fac41'
42,'Computer Laboratory',840,'fac42'
43,'Energy',785,'fac43'
44,'Orthopaedic Surgery',603,'fac44'
45,'Biological Anthropology',162,'fac45'
46,'Lab3',432,'fac46'
47,'Social Anthropology',553,'fac47'
48,'Acadamic Research',716,'fac48'
49,'Trauma and Orthopaedic Surgery',406,'fac49'
50,'Fluids',848,'fac50'
51,'Earth Sciences',923,'fac51'
52,'Business Research',298,'fac52'
53,'Archaeology',476,'fac53'
54,'Psychology',937,'fac54'
55,'American Studies',638,'fac55'
